"","name","sizeF","type","subtype","alignmentF","hit_points","hit_dice","strength","dexterity","constitution","intelligence","wisdom","charisma","legal","moral"
"238","Ashen Custodian","Medium","fey","","neutral",99,"18d8+18",10,21,12,14,15,18,"neutral","neutral"
"239","Ashwalker","Medium","undead","","neutral evil",31,"7d8",13,15,10,7,10,6,"neutral","evil"
"240","Asp Vine","Medium","plant","","unaligned",55,"10d8+10",14,12,12,1,3,1,"unaligned","unaligned"
"241","Assassin","Medium","humanoid","","",97,"15d8+30",10,16,14,12,12,12,"unaligned","unaligned"
"242","Astral Devourer","Medium","aberration","","chaotic evil",90,"12d8+36",13,16,17,14,16,12,"chaotic","evil"
"243","Astral Snapper","Medium","aberration","","neutral evil",78,"12d8+24",12,15,14,12,16,8,"neutral","evil"
"244","Astralsupial","Medium","beast","","unaligned",82,"15d6+30",8,17,14,4,12,14,"unaligned","unaligned"
"245","Astri","Small","celestial","","chaotic good",112,"15d6+60",12,21,18,15,16,20,"chaotic","good"
"246","Attercroppe","Tiny","fey","","chaotic evil",21,"6d4+6",8,18,12,11,13,15,"chaotic","evil"
"247","August Rooster","Medium","monstrosity","","neutral evil",75,"10d8+30",10,17,16,8,7,18,"neutral","evil"
"248","Aural Hunter","Large","aberration","","chaotic evil",127,"15d10+45",16,14,16,7,19,6,"chaotic","evil"
"249","Aurora Horribilis","Large","aberration","","chaotic neutral",119,"14d10+42",8,20,17,7,14,21,"chaotic","neutral"
"250","Automata Devil","Large","fiend","devil","lawful evil",168,"16d10+80",24,17,20,11,14,19,"lawful","evil"
"251","Automata Devil","Large","fiend","","lawful evil",168,"16d10 + 80",24,17,20,11,14,19,"lawful","evil"
"252","Avalanche Screamer","Large","aberration","","chaotic evil",133,"14d10+56",18,9,19,5,12,8,"chaotic","evil"
"253","Avatar of Shoth","Gargantuan","aberration","shoth","lawful neutral",341,"22d20+110",20,9,20,18,20,22,"lawful","neutral"
"254","Avestruzii","Medium","humanoid","","any alignment",22,"3d8+9",14,10,16,8,10,10,"unaligned","unaligned"
"255","Avestruzii Champion","Medium","humanoid","","any alignment",45,"6d8+18",17,12,16,10,10,10,"unaligned","unaligned"
"256","Avulzor","Large","aberration","","lawful evil",135,"18d10+36",19,17,14,18,16,15,"lawful","evil"
"257","Awakened Shrub","Small","plant","","unaligned",10,"3d6",3,8,11,10,10,6,"unaligned","unaligned"
"258","Awakened Shrub","Small","plant","","",7,"2d6",2,8,10,10,10,6,"unaligned","unaligned"
"259","Awakened Tree","Huge","plant","","unaligned",59,"7d12+14",19,6,15,10,10,7,"unaligned","unaligned"
"260","Awakened Tree","Huge","plant","","",51,"6d12+12",18,6,14,10,10,10,"unaligned","unaligned"
"261","Axe Beak","Large","beast","","unaligned",19,"3d10+3",14,12,12,2,10,5,"unaligned","unaligned"
"262","Axe Beak","Large","beast","","",16,"3d10",14,12,10,2,10,4,"unaligned","unaligned"
"263","Azeban","Medium","fey","","chaotic neutral",78,"12d8+24",16,16,14,15,8,18,"chaotic","neutral"
"264","Azer","Medium","elemental","","lawful neutral",39,"6d8+12",17,12,15,12,13,10,"lawful","neutral"
"265","Azer","Medium","elemental","","",39,"6d8+12",16,12,14,10,12,10,"unaligned","unaligned"
"266","Azer Forgemaster","Medium","elemental","","",78,"12d8+24",18,14,14,12,16,16,"unaligned","unaligned"
"267","Azi Dahaka","Huge","dragon","","chaotic evil",157,"15d12+60",21,14,19,14,13,17,"chaotic","evil"
"268","Aziza","Tiny","fey","","chaotic good",21,"6d4+6",8,18,13,10,14,12,"chaotic","good"
"269","Azza Gremlin","Small","fey","","neutral",7,"2d6",5,18,10,12,13,10,"neutral","neutral"
"270","Azza Gremlin","Small","fey","","neutral",7,"2d6",5,18,10,12,13,16,"neutral","neutral"
"271","Baba Yaga's Horsemen, Black Night","Medium","fey","","lawful neutral",171,"18d8+90",22,11,21,16,18,18,"lawful","neutral"
"272","Baba Yaga's Horsemen, Bright Day","Medium","fey","","lawful neutral",171,"18d8+90",22,11,21,16,18,18,"lawful","neutral"
"273","Baba Yaga's Horsemen, Red Sun","Medium","fey","","lawful neutral",171,"18d8+90",22,11,21,16,18,18,"lawful","neutral"
"274","Baba Yaga’s Horsemen","Medium","fey","","lawful neutral",171,"18d8 + 90",22,11,21,16,18,18,"lawful","neutral"
"275","Baboon","Small","beast","","unaligned",3,"1d6",8,14,11,4,12,6,"unaligned","unaligned"
"276","Baboon","Small","beast","","",3,"1d6",8,14,10,4,12,6,"unaligned","unaligned"
"277","Backup Holler Spider","Tiny","beast","","chaotic neutral",14,"4d4+4",7,15,10,5,14,5,"chaotic","neutral"
"278","Badger","Tiny","beast","","unaligned",3,"1d4+1",4,11,12,2,12,5,"unaligned","unaligned"
"279","Badger","Tiny","beast","","",3,"1d4+1",4,10,12,2,12,4,"unaligned","unaligned"
"280","Bagiennik","Medium","aberration","","chaotic neutral",75,"10d8+30",16,18,16,9,16,11,"chaotic","neutral"
"281","Bagiennik","Medium","aberration","","chaotic neutral",75,"10d8 + 30",16,18,16,9,16,11,"chaotic","neutral"
"282","Baleful Miasma","Medium","elemental","","neutral evil",52,"8d8+16",13,17,14,6,11,6,"neutral","evil"
"283","Baliri Demon","Medium","fiend","demon","chaotic evil",190,"20d8+100",22,16,20,13,17,14,"chaotic","evil"
"284","Balloon Spider","Medium","beast","","unaligned",36,"8d8",10,16,10,2,12,4,"unaligned","unaligned"
"285","Balor","Huge","fiend","demon","chaotic evil",262,"21d12+126",26,15,22,20,16,22,"chaotic","evil"
"286","Balor","Huge","fiend","","",299,"26d12+130",26,18,20,20,20,22,"unaligned","unaligned"
"287","Balor General","Huge","fiend","","",379,"33d12+165",26,18,20,20,20,22,"unaligned","unaligned"
"288","Bandit","Medium","humanoid","","",9,"2d8",12,10,10,10,10,10,"unaligned","unaligned"
"289","Bandit Captain","Medium","humanoid","","",65,"10d8+20",14,16,14,14,12,14,"unaligned","unaligned"
"290","Bannik","Medium","fey","","neutral",60,"11d8+11",14,15,13,9,17,10,"neutral","neutral"
"291","Banshee","Medium","undead","","",58,"13d8",8,16,10,12,10,18,"unaligned","unaligned"
"292","Bar Brawl","Huge","humanoid","","unaligned",67,"9d12+9",14,12,13,11,10,9,"unaligned","unaligned"
"293","Barbed Devil","Medium","fiend","devil","lawful evil",110,"13d8+52",16,17,18,12,14,14,"lawful","evil"
"294","Barbed Devil","Medium","fiend","","",102,"12d8+48",18,16,18,12,14,14,"unaligned","unaligned"
"295","Barometz","Large","plant","","chaotic neutral",95,"10d10+40",16,11,18,5,16,13,"chaotic","neutral"
"296","Barong","Large","celestial","","lawful good",225,"18d10+126",25,20,25,18,23,22,"lawful","good"
"297","Basilisk","Medium","monstrosity","","unaligned",52,"8d8+16",16,8,15,2,8,7,"unaligned","unaligned"
"298","Basilisk","Medium","monstrosity","","",52,"7d8+21",14,8,16,2,10,8,"unaligned","unaligned"
"299","Bastet Temple Cat","Small","monstrosity","","chaotic neutral",40,"9d6+9",8,19,12,12,16,18,"chaotic","neutral"
"300","Bastet Temple Cat","Small","monstrosity","","chaotic neutral",40,"9d6 + 9",8,19,12,12,16,18,"chaotic","neutral"
"301","Bat","Tiny","beast","","unaligned",1,"1d4-1",2,15,8,2,12,4,"unaligned","unaligned"
"302","Bat","Tiny","beast","","",1,"1d4-1",4,10,12,2,12,4,"unaligned","unaligned"
"303","Bathhouse Drake","Medium","dragon","","lawful neutral",75,"10d8+30",15,14,17,12,18,15,"lawful","neutral"
"304","Beach Weird","Large","elemental","","neutral",65,"10d10+10",17,13,13,13,14,10,"neutral","neutral"
"305","Bearded Devil","Medium","fiend","devil","lawful evil",52,"8d8+16",16,15,15,9,11,11,"lawful","evil"
"306","Bearded Devil","Medium","fiend","","",52,"8d8+16",16,14,14,8,12,10,"unaligned","unaligned"
"307","Bearfolk","Medium","humanoid","bearfolk","chaotic good",45,"6d8+18",19,14,16,8,12,9,"chaotic","good"
"308","Bearfolk Chieftain","Medium","humanoid","bearfolk","chaotic good",130,"20d8+40",21,14,16,9,14,12,"chaotic","good"
"309","Bearfolk Thunderstomper","Medium","humanoid","","chaotic neutral",105,"14d8+42",18,15,16,9,14,18,"chaotic","neutral"
"310","Bearfolk","Medium","humanoid","","chaotic good",45,"6d8 + 18",19,14,16,8,12,9,"chaotic","good"
"311","Bearing Golem","Medium","construct","","unaligned",75,"10d8+30",9,18,16,8,12,3,"unaligned","unaligned"
"312","Bear King","Medium","fey","","lawful neutral",133,"14d8 + 70",21,10,20,12,18,16,"lawful","neutral"
"313","Bearmit Crab","Large","monstrosity","","unaligned",59,"7d10+21",18,13,16,4,13,6,"unaligned","unaligned"
"314","Beetle, Clacker Soldier","Small","beast","","unaligned",18,"4d6+4",8,14,13,1,7,3,"unaligned","unaligned"
"315","Beetle, Clacker Swarm","Medium","beast","","unaligned",36,"8d8",3,13,10,1,7,1,"unaligned","unaligned"
"316","Befouled Weird","Medium","elemental","","neutral evil",75,"10d8+30",17,14,16,5,12,7,"neutral","evil"
"317","Beggar Ghoul","Medium","undead","","chaotic evil",13,"3d8",10,15,10,12,11,14,"chaotic","evil"
"318","Beggar Ghoul","Medium","undead","","chaotic evil",13,"3d8",10,15,10,12,11,14,"chaotic","evil"
"319","Beheaded Vengeful Spirit","Medium","undead","","any alignment",54,"12d8",7,13,11,10,10,19,"unaligned","unaligned"
"320","Behir","Huge","monstrosity","","neutral evil",168,"16d12+64",23,16,18,7,14,12,"neutral","evil"
"321","Behir","Huge","monstrosity","","",168,"16d12+64",20,14,18,10,16,12,"unaligned","unaligned"
"322","Behir Magus","Huge","monstrosity","","",168,"16d12+64",20,14,18,10,16,12,"unaligned","unaligned"
"323","Behtu","Small","humanoid","","chaotic evil",52,"8d6+24",17,16,16,12,11,7,"chaotic","evil"
"324","Behtu","Small","humanoid","","chaotic evil",52,"8d6 + 24",17,16,16,12,11,7,"chaotic","evil"
"325","Beli","Small","fey","","neutral evil",45,"10d6+10",11,16,12,8,11,14,"neutral","evil"
"326","Beli","Small","fey","","neutral evil",45,"10d6 + 10",11,16,12,8,11,14,"neutral","evil"
"327","Belu","Huge","giant","","chaotic good",184,"16d12+80",22,12,20,12,10,18,"chaotic","good"
"328","Berberoka","Large","giant","","neutral",114,"12d10+48",20,10,18,6,12,10,"neutral","neutral"
"329","Bereginyas","Tiny","fey","","neutral evil",70,"20d4+20",14,20,12,13,12,11,"neutral","evil"
"330","Bereginyas","Tiny","fey","","neutral evil",81,"18d4 + 36",14,19,14,13,12,11,"neutral","evil"
"331","Berserker","Medium","humanoid","","",45,"6d8+18",14,10,16,10,10,12,"unaligned","unaligned"
"332","Berstuc","Large","fiend","demon","chaotic evil",157,"15d10+75",22,10,20,12,14,19,"chaotic","evil"
"333","Berstuc","Large","fiend","","chaotic evil",157,"15d10 + 75",22,10,20,12,14,19,"chaotic","evil"
"334","Bilwis","Medium","elemental","","chaotic evil",49,"11d8",12,16,10,10,13,16,"chaotic","evil"
"335","Birgemon Seal","Medium","aberration","","unaligned",60,"8d8+24",12,15,16,4,12,9,"unaligned","unaligned"
"336","Black Bear","Medium","beast","","unaligned",19,"3d8+6",15,10,14,2,12,7,"unaligned","unaligned"
"337","Black Bear","Medium","beast","","",19,"3d8+6",14,10,14,2,12,6,"unaligned","unaligned"
"338","Black Crier","Medium","undead","","neutral",150,"20d8+60",14,19,16,11,20,12,"neutral","neutral"
"339","Black Dragon Wyrmling","Medium","dragon","","chaotic evil",33,"6d8+6",15,14,13,10,11,13,"chaotic","evil"
"340","Black Dragon Wyrmling","Medium","dragon","","",44,"8d8+6",14,16,12,10,10,12,"unaligned","unaligned"
"341","Black Knight Commander","Medium","humanoid","any race","lawful evil",78,"12d8+24",18,10,14,12,13,15,"lawful","evil"
"342","Black Patch","Large","ooze","","unaligned",153,"18d10+54",18,5,16,4,6,1,"unaligned","unaligned"
"343","Black Pudding","Large","ooze","","unaligned",85,"10d10+30",16,5,16,1,6,1,"unaligned","unaligned"
"344","Black Pudding","Large","ooze","","",85,"10d10+30",16,4,16,1,6,1,"unaligned","unaligned"
"345","Black Shuck","Large","fiend","","chaotic evil",157,"15d10+75",19,16,21,14,17,15,"chaotic","evil"
"346","Black Sun Orc","Medium","humanoid","orc","chaotic evil",65,"10d8+20",16,14,14,9,12,8,"chaotic","evil"
"347","Black Sun Priestess","Medium","humanoid","orc","chaotic evil",67,"9d8+27",16,12,16,9,16,14,"chaotic","evil"
"348","Blackguard","Medium","humanoid","","",82,"11d8+33",16,12,16,12,14,14,"unaligned","unaligned"
"349","Black Knight Commander","Medium","humanoid","","lawful evil",91,"14d8 + 28",18,10,14,12,13,15,"lawful","evil"
"350","Blaspheming Hand","Large","fiend","","lawful evil",68,"8d10+24",18,10,17,6,12,12,"lawful","evil"
"351","Bleakheart","Medium","undead","","neutral evil",66,"12d8+12",10,15,12,10,10,16,"neutral","evil"
"352","Blemmyes","Large","monstrosity","","chaotic evil",168,"16d10+80",20,13,20,7,12,5,"chaotic","evil"
"353","Blemmyes","Large","monstrosity","","chaotic evil",168,"16d10 + 80",20,13,20,7,12,5,"chaotic","evil"
"354","Blestsessebe","Large","celestial","","neutral good",144,"17d10+51",21,18,16,11,17,18,"neutral","good"
"355","Blink Dog","Medium","fey","","lawful good",22,"4d8+4",12,17,12,10,13,11,"lawful","good"
"356","Blink Dog","Medium","fey","","",22,"4d8+4",14,16,12,10,12,10,"unaligned","unaligned"
"357","Bloated Ghoul","Medium","undead","","neutral evil",142,"19d8+57",17,10,16,11,12,13,"neutral","evil"
"358","Blood Barnacle","Tiny","beast","","unaligned",25,"10d4",2,14,10,1,12,8,"unaligned","unaligned"
"359","Blood Elemental","Large","elemental","","neutral",95,"10d10+40",16,13,18,5,10,5,"neutral","neutral"
"360","Blood Flurry","Medium","aberration","","neutral evil",144,"17d8+68",5,21,18,6,12,10,"neutral","evil"
"361","Blood Giant","Huge","giant","","lawful neutral",126,"12d12+48",23,12,18,8,16,5,"lawful","neutral"
"362","Blood Hag","Medium","fey","","chaotic evil",178,"21d8+84",20,16,18,19,21,17,"chaotic","evil"
"363","Blood Hawk","Small","beast","","unaligned",7,"2d6",6,14,10,3,14,5,"unaligned","unaligned"
"364","Blood Hawk","Small","beast","","",7,"2d6",6,12,10,2,14,4,"unaligned","unaligned"
"365","Blood Imp","Tiny","fiend","devil","lawful evil",14,"4d4+4",6,14,13,12,11,14,"lawful","evil"
"366","Blood Ooze","Large","ooze","","unaligned",76,"8d10+32",16,6,18,1,8,2,"unaligned","unaligned"
"367","Blood Zombie","Medium","undead","","neutral evil",51,"6d8+24",16,6,18,3,6,5,"neutral","evil"
"368","Blood Hag","Medium","fey","","chaotic evil",204,"24d8 + 96",20,16,18,19,21,17,"chaotic","evil"
"369","Bloodsapper","Medium","aberration","","chaotic evil",90,"12d8+36",16,14,16,5,12,7,"chaotic","evil"
"370","Bloodstone Sentinel","Large","construct","","neutral evil",114,"11d10+48",18,7,18,8,10,16,"neutral","evil"
"371","Bloody Bones","Medium","monstrosity","","chaotic evil",55,"10d8+10",16,12,12,6,10,10,"chaotic","evil"
"372","Blue Dragon Wyrmling","Medium","dragon","","lawful evil",52,"8d8+16",17,10,15,12,11,15,"lawful","evil"
"373","Blue Dragon Wyrmling","Medium","dragon","","",58,"9d8+18",16,12,14,12,10,14,"unaligned","unaligned"
"374","Boar","Medium","beast","","unaligned",11,"2d8+2",13,11,12,2,9,5,"unaligned","unaligned"
"375","Boar","Medium","beast","","",11,"2d8+2",12,10,12,2,10,4,"unaligned","unaligned"
"376","Boggard","Medium","humanoid","","",13,"3d8",12,14,10,10,10,10,"unaligned","unaligned"
"377","Boggard Bravo","Medium","humanoid","","",27,"6d8",12,14,10,10,10,10,"unaligned","unaligned"
"378","Boggard Sovereign","Large","humanoid","","",67,"9d10+18",16,12,14,12,14,12,"unaligned","unaligned"
"379","Boloti","Tiny","fey","","neutral evil",63,"14d4+28",12,20,14,13,12,11,"neutral","evil"
"380","Boloti","Tiny","fey","","neutral evil",45,"10d4 + 20",12,20,14,13,12,11,"neutral","evil"
"381","Bolt-Thrower","Small","construct","","",44,"8d6+16",6,16,14,1,6,1,"unaligned","unaligned"
"382","Bone Collective","Small","undead","","chaotic evil",120,"16d6+64",10,20,18,14,10,16,"chaotic","evil"
"383","Bone Collector","Small","undead","","neutral evil",21,"6d6",6,15,11,7,14,9,"neutral","evil"
"384","Bone Colossus","Gargantuan","undead","","chaotic evil",181,"11d20+66",24,11,22,14,16,16,"chaotic","evil"
"385","Bone Crab","Small","beast","","neutral",33,"6d6+12",10,14,14,1,12,4,"neutral","neutral"
"386","Bone Devil","Large","fiend","devil","lawful evil",142,"15d10+60",18,16,18,13,14,16,"lawful","evil"
"387","Bone Devil","Large","fiend","","",142,"15d10+60",18,16,18,16,14,16,"unaligned","unaligned"
"388","Bone Golem","Medium","construct","","unaligned",60,"8d8+24",10,16,17,3,10,1,"unaligned","unaligned"
"389","Bone Lord","Huge","undead","","neutral evil",285,"30d12+90",21,15,16,14,18,18,"neutral","evil"
"390","Bone Swarm","Large","undead","Swarm","chaotic evil",198,"36d10",22,18,10,9,15,20,"chaotic","evil"
"391","Bone Collective","Small","swarm","","chaotic evil",120,"16d6 + 64",10,20,18,14,10,16,"chaotic","evil"
"392","Bone Crab","Small","beast","","unaligned",33,"6d6 + 12",10,14,14,3,12,4,"unaligned","unaligned"
"393","Bonepowder Ghoul","Small","undead","","neutral evil",195,"26d6+104",10,20,18,19,15,18,"neutral","evil"
"394","Bonepowder Ghoul","Small","undead","","neutral evil",180,"24d6 + 96",10,20,18,19,15,18,"neutral","evil"
"395","Boneshard Wraith","Medium","undead","","neutral evil",127,"15d8+60",16,13,18,13,14,8,"neutral","evil"
"396","Bonespitter","Gargantuan","monstrosity","","unaligned",217,"14d20+70",26,7,21,3,10,5,"unaligned","unaligned"
"397","Bone Swarm","Large","swarm","","chaotic evil",198,"36d10",22,18,10,9,15,20,"chaotic","evil"
"398","Bookkeeper","Tiny","construct","","unaligned",5,"2d4",8,14,10,6,8,3,"unaligned","unaligned"
"399","Boomer","Medium","plant","","unaligned",22,"4d8+4",1,1,12,1,3,1,"unaligned","unaligned"
"400","Boot Grabber","Small","aberration","","neutral",22,"4d6+8",17,12,14,4,12,2,"neutral","neutral"
"401","Boreal Dragon Wyrmling","Medium","dragon","","chaotic neutral",39,"6d8+12",17,10,15,11,13,12,"chaotic","neutral"
"402","Boreas’ Chosen","Medium","humanoid","any race","chaotic evil",102,"12d8+48",17,14,19,8,14,10,"chaotic","evil"
"403","Bouda","Medium","fiend","shapechanger","neutral evil",93,"11d8+44",19,14,18,10,12,15,"neutral","evil"
"404","Bouda","Medium","fiend","","neutral evil",93,"11d8 + 44",19,14,18,10,12,15,"neutral","evil"
"405","Brachyura Shambler","Medium","monstrosity","","neutral evil",71,"11d8+22",16,12,15,6,12,8,"neutral","evil"
"406","Brain Coral","Huge","aberration","","neutral evil",119,"14d12+28",16,6,14,18,14,10,"neutral","evil"
"407","Brain Hood","Tiny","aberration","","neutral evil",22,"5d4+10",4,16,14,17,15,10,"neutral","evil"
"408","Brass Dragon Wyrmling","Medium","dragon","","chaotic good",16,"3d8+3",15,10,13,10,11,13,"chaotic","good"
"409","Brass Dragon Wyrmling","Medium","dragon","","",38,"7d8+7",14,12,12,14,12,12,"unaligned","unaligned"
"410","Brimstone Locusthound","Medium","monstrosity","","neutral",60,"8d8+24",19,14,17,3,9,6,"neutral","neutral"
"411","Bronze Dragon Wyrmling","Medium","dragon","","lawful good",32,"5d8+10",17,10,15,12,11,15,"lawful","good"
"412","Bronze Dragon Wyrmling","Medium","dragon","","",39,"6d8+12",16,10,14,12,10,14,"unaligned","unaligned"
"413","Bronze Golem","Large","construct","","unaligned",57,"6d10+24",17,6,18,1,10,1,"unaligned","unaligned"
"414","Broodiken","Tiny","construct","","neutral",55,"10d4+30",8,14,16,2,10,6,"neutral","neutral"
"415","Broodiken","Tiny","construct","","unaligned",44,"8d4 + 24",8,14,16,2,10,6,"unaligned","unaligned"
"416","Broodmother of Leng","Huge","aberration","","chaotic evil",161,"17d12+51",18,14,16,17,10,10,"chaotic","evil"
"417","Brown Bear","Large","beast","","unaligned",34,"4d10+12",19,10,16,2,13,7,"unaligned","unaligned"
"418","Brown Bear","Large","beast","","",34,"4d10+12",18,10,16,2,12,4,"unaligned","unaligned"
"419","Brownie","Tiny","fey","","neutral good",28,"8d4+8",4,20,12,10,14,12,"neutral","good"
